input_trafo,output_trafo,init,init_size_fraction,random_interleave_iter,surrogate,extratrees,trees,variance_estimator,kernel,nugget,scaling,acqf,lambda,epsilon_decay,lambda_decay,acqopt,parameter,iteration,id,mean_meta_score,n_na,n,batch_nr
none,none,random,0.25,0,gp,,,,gauss,1e-3,TRUE,EI,,FALSE,,RS_1000,surrogate,1,27,0.834472513038188,0,8,1
none,none,random,0.25,0,gp,,,,matern3_2,1e-3,TRUE,EI,,FALSE,,RS_1000,surrogate,1,28,0.869088834692199,0,8,1
none,none,random,0.25,0,gp,,,,matern5_2,1e-3,TRUE,EI,,FALSE,,RS_1000,surrogate,1,29,0.864158923430602,0,8,1
none,none,random,0.25,0,gp,,,,exp,1e-3,TRUE,EI,,FALSE,,RS_1000,surrogate,1,30,0.73199988873727,0,8,1
none,none,random,0.25,0,gp,,,,gauss,1e-8,TRUE,EI,,FALSE,,RS_1000,surrogate,1,31,0.794383731020919,0,8,1
none,none,random,0.25,0,gp,,,,matern3_2,1e-8,TRUE,EI,,FALSE,,RS_1000,surrogate,1,32,0.882589339319898,0,8,1
none,none,random,0.25,0,gp,,,,matern5_2,1e-8,TRUE,EI,,FALSE,,RS_1000,surrogate,1,33,0.843031065371317,0,8,1
none,none,random,0.25,0,gp,,,,exp,1e-8,TRUE,EI,,FALSE,,RS_1000,surrogate,1,34,0.735112619129566,0,8,1
none,none,random,0.25,0,gp,,,,matern3_2,0,FALSE,EI,,FALSE,,RS_1000,surrogate,1,35,0.855095612843866,0,8,1
none,none,random,0.25,0,gp,,,,matern5_2,0,FALSE,EI,,FALSE,,RS_1000,surrogate,1,36,0.831974690541584,0,8,1
none,none,random,0.25,0,gp,,,,exp,0,FALSE,EI,,FALSE,,RS_1000,surrogate,1,37,0.728572263313315,0,8,1
none,none,random,0.25,0,gp,,,,gauss,1e-3,FALSE,EI,,FALSE,,RS_1000,surrogate,1,38,0.821010164693452,0,8,1
none,none,random,0.25,0,gp,,,,matern3_2,1e-3,FALSE,EI,,FALSE,,RS_1000,surrogate,1,39,0.87637398276596,0,8,1
none,none,random,0.25,0,gp,,,,matern5_2,1e-3,FALSE,EI,,FALSE,,RS_1000,surrogate,1,40,0.85218838186634,0,8,1
none,none,random,0.25,0,gp,,,,exp,1e-3,FALSE,EI,,FALSE,,RS_1000,surrogate,1,41,0.717908382482354,0,8,1
none,none,random,0.25,0,gp,,,,gauss,1e-8,FALSE,EI,,FALSE,,RS_1000,surrogate,1,42,0.796358847844065,0,8,1
none,none,random,0.25,0,gp,,,,matern3_2,1e-8,FALSE,EI,,FALSE,,RS_1000,surrogate,1,43,0.852899480549001,0,8,1
none,none,random,0.25,0,gp,,,,matern5_2,1e-8,FALSE,EI,,FALSE,,RS_1000,surrogate,1,44,0.851025593985361,0,8,1
none,none,random,0.25,0,gp,,,,exp,1e-8,FALSE,EI,,FALSE,,RS_1000,surrogate,1,45,0.717410656119812,0,8,1
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,PI,,,,RS_1000,acqf,1,46,0.796284431672284,0,8,1
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,Mean,,,,RS_1000,acqf,1,47,0.787020244658099,0,8,1
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,CB,1,,TRUE,RS_1000,acqf,1,48,0.787810379662638,0,8,1
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,CB,3,,TRUE,RS_1000,acqf,1,49,0.715797360649765,0,8,1
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,CB,10,,TRUE,RS_1000,acqf,1,50,0.583281489025535,0,8,1
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,CB,1,,FALSE,RS_1000,acqf,1,51,0.777941406601382,0,8,1
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,CB,3,,FALSE,RS_1000,acqf,1,52,0.709252866598914,0,8,1
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,CB,10,,FALSE,RS_1000,acqf,1,53,0.567455119987995,0,8,1
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,EI,,TRUE,,RS_1000,acqf,1,54,0.698181806036393,0,8,1
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,RS,acqopt,1,55,0.83472957495587,0,8,1
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,LS,acqopt,1,56,0.953541709443329,0,8,1
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,DIRECT,acqopt,1,57,0.909690882479932,0,8,1
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,CMAES,acqopt,1,58,1.02937372327947,0,8,1
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,LBFGSB,acqopt,1,59,0.951407368439084,0,8,1
unitcube,none,random,0.25,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,CMAES,input_trafo,2,1,1.04097301793569,0,8,2
none,standardize,random,0.25,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,CMAES,output_trafo,2,2,1.0378435895392,0,8,2
none,log,random,0.25,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,CMAES,output_trafo,2,3,1.03940020284283,0,8,2
none,none,lhs,0.25,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,CMAES,init,2,4,1.15277313599582,0,8,2
none,none,sobol,0.25,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,CMAES,init,2,5,1.03481523281801,0,8,2
none,none,random,0.05,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,CMAES,init_size_fraction,2,6,1.0514733307085,0,8,2
none,none,random,0.10,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,CMAES,init_size_fraction,2,7,1.09893888867344,0,8,2
