algorithm,fraction_budget,mean_meta_score,se_meta_score,mean_rank,se_rank
ax,0,-23.1515993217501,8.4678743996546,3.25,0.526104280809151
ax,0.01,-23.1515993217501,8.4678743996546,3.25,0.526104280809151
ax,0.02,-8.07515247427145,2.49132962684978,3.125,0.440677238544752
ax,0.03,-3.91086034527063,0.592385115657687,3.125,0.515388203202208
ax,0.04,-2.86048834289934,0.534606405000279,2.875,0.479490056503484
ax,0.05,-2.19159502652911,0.326263310229114,2.75,0.3659625273557
ax,0.06,-1.92526670091569,0.277676659477363,2.25,0.411877235523957
ax,0.07,-1.66976410798656,0.232689801151473,2.375,0.375
ax,0.08,-1.53236118064938,0.219379040746977,2.75,0.411877235523957
ax,0.09,-1.28525488835259,0.175500996705537,2.5,0.422577127364258
ax,0.1,-1.12583130695443,0.167561168598995,2.5,0.422577127364258
ax,0.11,-0.997282817168974,0.177123473954461,2.5,0.422577127364258
ax,0.12,-0.755629220357625,0.192789474005207,1.875,0.398098157314428
ax,0.13,-0.612570700134864,0.175725775377429,2,0.377964473009227
ax,0.14,-0.463556665265939,0.187970610007109,1.875,0.398098157314428
ax,0.15,-0.248725335378215,0.171346521564539,1.625,0.263052140404576
ax,0.16,-0.0637059743628472,0.171936846449215,1.375,0.18298126367785
ax,0.17,-0.00373848302778635,0.178208183962808,1.5,0.188982236504614
ax,0.18,0.0756565705286193,0.165115473889013,1.625,0.263052140404576
ax,0.19,0.146307407089725,0.162446112312853,1.625,0.263052140404576
ax,0.2,0.223427142256227,0.159136592647753,1.625,0.263052140404576
ax,0.21,0.276013532353672,0.150215151239433,1.5,0.188982236504614
ax,0.22,0.326512760204519,0.143932425177324,1.5,0.188982236504614
ax,0.23,0.357254919681376,0.141485624741977,1.625,0.18298126367785
ax,0.24,0.408249631475428,0.144932163950529,1.75,0.163663417676994
ax,0.25,0.444870824499443,0.151076136364722,1.75,0.163663417676994
ax,0.26,0.461753330878429,0.149681379586966,1.75,0.163663417676994
ax,0.27,0.486400988750562,0.142057675622982,1.875,0.226581741793741
ax,0.28,0.522140204909225,0.13121941923789,1.875,0.226581741793741
ax,0.29,0.545595045631453,0.128399903001487,1.875,0.226581741793741
ax,0.3,0.566477474781039,0.128531045166477,2,0.267261241912424
ax,0.31,0.600923982902941,0.123259110470155,2,0.267261241912424
ax,0.32,0.63065522454804,0.113480781557007,2.125,0.295048422176041
ax,0.33,0.653834441145598,0.107263404032107,2.125,0.295048422176041
ax,0.34,0.663472261882364,0.108020359511725,2.125,0.295048422176041
ax,0.35,0.683948925114597,0.101078612893383,2.125,0.295048422176041
ax,0.36,0.70383690490238,0.0982959832550179,2.125,0.295048422176041
ax,0.37,0.721596016838485,0.0963551807080994,2.25,0.313391585264004
ax,0.38,0.732502000716397,0.0938584933406213,2.25,0.313391585264004
ax,0.39,0.748777977898625,0.0912066087331165,2.25,0.313391585264004
ax,0.4,0.76278720202529,0.0884731339260222,2.25,0.313391585264004
ax,0.41,0.766905909818192,0.089003750562034,2.25,0.313391585264004
ax,0.42,0.777211093432919,0.0869958320946765,2.25,0.313391585264004
ax,0.43,0.789082319764872,0.0849371547951382,2.25,0.25
ax,0.44,0.79647822555218,0.0842692583060666,2.25,0.25
ax,0.45,0.801300136752204,0.0844897599529665,2.25,0.25
ax,0.46,0.814475978063475,0.0786038928810536,2.25,0.25
ax,0.47,0.821152301724322,0.0771081372444517,2.25,0.25
ax,0.48,0.83365550638666,0.0767184286640791,2.25,0.25
ax,0.49,0.83632055428294,0.0763938709096937,2.25,0.25
ax,0.5,0.839961872397911,0.0761050754839948,2.375,0.263052140404576
ax,0.51,0.843481295465221,0.0763873846118483,2.375,0.263052140404576
ax,0.52,0.85117719690193,0.0757080362703886,2.375,0.263052140404576
ax,0.53,0.858749909505667,0.0741365483753885,2.375,0.263052140404576
ax,0.54,0.859793814822712,0.074250563911616,2.5,0.327326835353989
ax,0.55,0.869255553979104,0.0725462802053909,2.5,0.327326835353989
ax,0.56,0.874377006790055,0.0722800270749278,2.5,0.327326835353989
ax,0.57,0.884194351681948,0.0697350656845009,2.5,0.327326835353989
ax,0.58,0.888863678664161,0.0686033904770665,2.5,0.327326835353989
ax,0.59,0.893717218489656,0.0674443878224232,2.5,0.327326835353989
ax,0.6,0.896154039755917,0.0674220494540841,2.5,0.327326835353989
ax,0.61,0.900914840197145,0.0659183423567897,2.5,0.327326835353989
ax,0.62,0.90346424098453,0.0649711038805805,2.5,0.327326835353989
ax,0.63,0.907348075128503,0.0638497836178753,2.5,0.327326835353989
ax,0.64,0.915655312370939,0.0615976973378395,2.5,0.327326835353989
ax,0.65,0.918579973834843,0.0607354640607147,2.5,0.327326835353989
ax,0.66,0.921536527688723,0.0598435943867172,2.5,0.327326835353989
ax,0.67,0.923833906362878,0.0607925565275526,2.5,0.327326835353989
ax,0.68,0.928055342145674,0.0605192462413434,2.5,0.327326835353989
ax,0.69,0.92894166708982,0.0603395904533624,2.5,0.327326835353989
ax,0.7,0.933846048456368,0.0601681516661843,2.5,0.327326835353989
ax,0.71,0.935696211477238,0.0598254853233543,2.375,0.375
ax,0.72,0.940017122305269,0.0599094134882824,2.625,0.41992771486803
ax,0.73,0.940552042257967,0.0599153337717217,2.625,0.41992771486803
ax,0.74,0.945868347769208,0.0583354791409627,2.625,0.41992771486803
ax,0.75,0.947531373746592,0.0577915067175529,2.625,0.41992771486803
ax,0.76,0.949979865607658,0.0570215500718411,2.625,0.41992771486803
ax,0.77,0.951444996196837,0.0566847447140035,2.625,0.41992771486803
ax,0.78,0.952009856679109,0.0565495083536542,2.625,0.41992771486803
ax,0.79,0.958059009146476,0.0558795132167307,2.625,0.41992771486803
ax,0.8,0.962693870504825,0.0562031104865808,2.625,0.41992771486803
ax,0.81,0.965799004620766,0.0553885949130657,2.625,0.41992771486803
ax,0.82,0.967555902778463,0.0551505744592159,2.625,0.41992771486803
ax,0.83,0.970596451090137,0.0547475875048863,2.625,0.323899234771733
ax,0.84,0.972283911133022,0.0541983036129727,2.75,0.411877235523957
ax,0.85,0.976525189650072,0.0530973430327906,2.75,0.411877235523957
ax,0.86,0.978901976584918,0.0526324959525551,2.625,0.46049274850813
