budget,d,id,runtime,y,problem
700,7,direct,1.768,4.9282602438184,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,2.291,11.2351608065417,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,1.94600000000001,8.93935499375007,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,1.452,42.6139107763519,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,2.05199999999999,3.22001155379231,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,2.14700000000001,7.78425883852956,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,1.587,7.18812539503934,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,1.69799999999999,17.312841206797,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,1.80699999999999,11.3877729949027,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,1.82599999999999,13.1005040598153,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,1.658,23.3717142288892,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,2.09,27.572676082446,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,1.83799999999999,7.71676486537937,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,2.59099999999999,4.73895607249705,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,1.738,10.8901153484717,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,2.49000000000001,17.3645451989913,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,2.18700000000001,12.3055445495921,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,1.514,8.53322563553853,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,2.065,8.92210634825113,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,2.161,11.7913723963562,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,2.20999999999999,5.74733317475104,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,1.93599999999999,8.35710034843334,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,2.343,35.5967888367669,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,2.03100000000001,8.56130760990376,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,2.16800000000001,38.2460027650281,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,2.411,13.0163393850329,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,2.289,6.97767927716246,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,2.02300000000001,21.7159534391777,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,1.79599999999999,9.77730834758269,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,1.63200000000001,12.2865914083779,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,2.04000000000001,14.0756111118751,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,1.499,35.8580620422629,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,2.44,8.60707709684677,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,1.57299999999999,8.60807915441556,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,1.667,30.2447790348978,lcbench_167168_val_accuracy_eede6a63d2aad5e7
