config_id,acc,alpha,booster,lambda,nrounds,num.impute.selected.cpo,subsample,colsample_bylevel,colsample_bytree,eta,gamma,max_depth,min_child_weight,rate_drop,skip_drop,repl,trainsize
95,-0.9862293004989624,0.0010375191298,gbtree,0.0012474844046,911,impute.hist,0.3661091376171,0.5168441009164,0.1389002814008,0.0654443358756,0.0023428402052,10.0,4.0014886503002,,,10,1.0
96,-0.8644347190856934,0.4096884265006,gbtree,0.0739515134233,126,impute.mean,0.675110793186,0.8215494138101,0.7610945983068,0.0015517865932,0.005144392755,3.0,26.5816237587661,,,10,1.0
97,-0.9835373759269714,0.0010427573359,gbtree,0.001110433659,911,impute.hist,0.6129319189642,0.5606852523205,0.1538693561923,0.0708432860717,0.0015968743141,3.0,4.0965377396288,,,10,1.0
98,-0.9811091423034668,0.0015131779305,gblinear,0.0012878971037,2185,impute.hist,0.3719414333172,,,,,,,,,10,1.0
99,-0.979510486125946,0.0009250720872,gbtree,0.0011985812626,1169,impute.median,0.26759022246,0.6583326884588,0.6500261299383,0.058516212381,0.9456196644736,8.0,3.902198569925,,,10,1.0
100,-0.986699640750885,0.000982768236,gbtree,0.0022976588418,911,impute.median,0.4119827759199,0.5282680716892,0.1370360380227,0.1376430756515,0.00141201001,14.0,4.322112902506,,,10,1.0
101,-0.986344039440155,0.0009936595228,gbtree,0.0022895976109,911,impute.median,0.4200671559504,0.5145910980356,0.0955595298506,0.0759981269879,0.0014618082966,9.0,4.3702624969435,,,10,1.0
102,-0.9854884147644043,0.0009310667461,gbtree,0.0075866057636,911,impute.median,0.3119405338452,0.5403352675197,0.1030384207394,0.107224849909,0.0015569042596,11.0,4.7240201921631,,,10,1.0
103,-0.9864098429679871,0.0009131263837,gbtree,0.0010489141461,911,impute.median,0.3013275313286,0.6310316208504,0.2080372981179,0.0628447531633,0.0011925659823,15.0,3.8395905318698,,,10,1.0
104,-0.9869800806045532,0.0009666611606,gbtree,0.0009439253888,911,impute.median,0.5184324431075,0.5201069651487,0.1487527748222,0.0708058667484,0.0024400423668,15.0,3.9982720821661,,,10,1.0
105,-0.9859640598297119,0.0009444141429,gbtree,0.0024349324702,907,impute.median,0.3595525274663,0.1445873125569,0.129837239893,0.044835060779,0.0031631454019,12.0,5.2344125841623,,,10,1.0
106,-0.09547650814056396,212.9465631543752,gbtree,202.5344013547326,7,impute.hist,0.9395934370084,0.1454655212951,0.3918167506672,0.0334636413339,0.1180258896981,13.0,24.1182580022399,,,10,1.0
107,-0.9614540338516235,0.0009356963801,gbtree,0.0010092621237,937,impute.median,0.5317500054779,0.2023753031747,0.4986815434776,0.2657677931139,0.0024189900513,10.0,28.807054177736,,,10,1.0
108,-0.5314475893974304,10.2032805404898,gblinear,0.0024850436386,25,impute.hist,0.6130905583271,,,,,,,,,10,1.0
109,-0.9856275320053101,0.0009333629032,gbtree,0.0010174619681,789,impute.median,0.5058441144111,0.646368332497,0.2016905783591,0.1390627265477,0.0010605760694,10.0,3.6353187366514,,,10,1.0
