algorithm,scenario,instance,best,repl
mlr3mbo,lcbench,167168,-88.392463684082,305
mlr3mbo,lcbench,167168,-88.8491821289063,306
mlr3mbo,lcbench,167168,-89.3460845947266,307
mlr3mbo,lcbench,167168,-87.9639282226563,308
mlr3mbo,lcbench,167168,-88.0132675170898,309
mlr3mbo,lcbench,167168,-88.2650985717774,310
mlr3mbo,lcbench,167168,-88.8718948364258,311
mlr3mbo,lcbench,167168,-88.6741256713867,312
mlr3mbo,lcbench,167168,-89.1329879760742,313
mlr3mbo,lcbench,167168,-87.7199783325195,314
mlr3mbo,lcbench,167168,-89.0344314575195,315
mlr3mbo,lcbench,167168,-89.0048904418945,316
mlr3mbo,lcbench,167168,-89.1034088134766,317
mlr3mbo,lcbench,167168,-89.1768569946289,318
mlr3mbo,lcbench,167168,-87.6256637573242,319
mlr3mbo,lcbench,167168,-88.8081817626953,320
mlr3mbo,lcbench,167168,-89.4170074462891,321
mlr3mbo,lcbench,167168,-89.382568359375,322
mlr3mbo,lcbench,167168,-89.0755386352539,323
mlr3mbo,lcbench,167168,-88.9539794921875,324
mlr3mbo,lcbench,167168,-89.3900680541992,325
mlr3mbo,lcbench,167168,-89.0813140869141,326
mlr3mbo,lcbench,167168,-88.1110229492188,327
mlr3mbo,lcbench,167168,-89.0701065063477,328
mlr3mbo,lcbench,167168,-88.6998443603516,329
mlr3mbo,lcbench,167168,-88.9400634765625,330
mlr3mbo,lcbench,167168,-88.9529571533203,331
mlr3mbo,lcbench,167168,-88.9981002807617,332
mlr3mbo,lcbench,167168,-88.2586975097656,333
mlr3mbo,lcbench,167168,-89.4231491088867,334
mlr3mbo,lcbench,167168,-88.913948059082,335
mlr3mbo,lcbench,167168,-89.3174667358399,336
mlr3mbo,lcbench,167168,-88.5537872314453,337
mlr3mbo,lcbench,167168,-88.78955078125,338
mlr3mbo,lcbench,167168,-89.2394714355469,339
mlr3mbo,lcbench,167168,-89.0293426513672,340
mlr3mbo,lcbench,167168,-88.7140502929688,341
mlr3mbo,lcbench,167168,-88.0418090820313,342
mlr3mbo,lcbench,167168,-89.2575149536133,343
mlr3mbo,lcbench,167168,-89.2639846801758,344
mlr3mbo,lcbench,167168,-89.1272048950195,345
mlr3mbo,lcbench,167168,-88.9020690917969,346
mlr3mbo,lcbench,167168,-87.6259994506836,347
mlr3mbo,lcbench,167168,-89.4060974121094,348
mlr3mbo,lcbench,167168,-88.9492263793945,349
mlr3mbo,lcbench,167168,-88.8773193359375,350
mlr3mbo,lcbench,167168,-89.4146194458008,351
mlr3mbo,lcbench,167168,-87.6186447143555,352
mlr3mbo,lcbench,167168,-89.0062484741211,353
mlr3mbo,lcbench,167168,-89.0361328125,354
mlr3mbo,lcbench,167168,-89.1669921875,355
mlr3mbo,lcbench,167168,-89.3143920898438,356
mlr3mbo,lcbench,167168,-89.395866394043,357
mlr3mbo,lcbench,167168,-89.2418594360352,358
mlr3mbo,lcbench,167168,-88.5892639160156,359
mlr3mbo,lcbench,167168,-88.7621231079102,360
mlr3mbo,lcbench,167168,-89.1142883300781,361
mlr3mbo,lcbench,167168,-89.2564926147461,362
mlr3mbo,lcbench,167168,-88.3600997924805,363
mlr3mbo,lcbench,167168,-88.6788635253906,364
mlr3mbo,lcbench,167168,-89.0347747802734,365
mlr3mbo,lcbench,167168,-89.3573379516602,366
mlr3mbo,lcbench,167168,-89.0422439575195,367
mlr3mbo,lcbench,167168,-88.6744689941406,368
mlr3mbo,lcbench,167168,-89.119384765625,369
mlr3mbo,lcbench,167168,-88.597038269043,370
mlr3mbo,lcbench,167168,-89.269775390625,371
mlr3mbo,lcbench,167168,-86.9988327026367,372
mlr3mbo,lcbench,167168,-88.874267578125,373
mlr3mbo,lcbench,167168,-89.0643310546875,374
mlr3mbo,lcbench,167168,-89.0259475708008,375
mlr3mbo,lcbench,167168,-88.9712829589844,376
mlr3mbo,lcbench,167168,-89.3181457519531,377
mlr3mbo,lcbench,167168,-89.3951797485352,378
mlr3mbo,lcbench,167168,-89.3372268676758,379
mlr3mbo,lcbench,167168,-88.9780731201172,380
mlr3mbo,lcbench,167168,-89.0898132324219,381
mlr3mbo,lcbench,167168,-89.0205078125,382
mlr3mbo,lcbench,167168,-89.4084854125977,383
mlr3mbo,lcbench,167168,-89.3593826293945,384
mlr3mbo,lcbench,167168,-89.3713150024414,385
mlr3mbo,lcbench,167168,-89.1010284423828,386
mlr3mbo,lcbench,167168,-88.946174621582,387
mlr3mbo,lcbench,167168,-89.0670471191406,388
mlr3mbo,lcbench,167168,-89.1506652832031,389
mlr3mbo,lcbench,167168,-89.3805160522461,390
mlr3mbo,lcbench,167168,-88.9115676879883,391
mlr3mbo,lcbench,167168,-88.368522644043,392
mlr3mbo,lcbench,167168,-89.3338165283203,393
mlr3mbo,lcbench,167168,-89.2738647460938,394
mlr3mbo,lcbench,167168,-86.2638626098633,395
mlr3mbo,lcbench,167168,-89.1210861206055,396
mlr3mbo,lcbench,167168,-88.694091796875,397
mlr3mbo,lcbench,167168,-88.9644927978516,398
mlr3mbo,lcbench,167168,-88.5672988891602,399
mlr3mbo,lcbench,167168,-87.6577606201172,400
mlr3mbo,lcbench,167168,-89.1244812011719,401
mlr3mbo,lcbench,167168,-89.135368347168,402
mlr3mbo,lcbench,167168,-88.8078460693359,403
mlr3mbo,lcbench,167168,-88.7628021240234,404
mlr3mbo,lcbench,167168,-89.1649475097656,405
mlr3mbo,lcbench,167168,-88.6325302124024,406
mlr3mbo,lcbench,167168,-89.3934783935547,407
mlr3mbo,lcbench,167168,-88.3405532836914,408
mlr3mbo,lcbench,167168,-88.4339447021485,409
mlr3mbo,lcbench,167168,-89.4002990722656,410
mlr3mbo,lcbench,167168,-88.7878570556641,411
mlr3mbo,lcbench,167168,-89.3017883300781,412
mlr3mbo,lcbench,167168,-88.4805145263672,413
mlr3mbo,lcbench,167168,-87.9971542358399,414
mlr3mbo,lcbench,167168,-89.0381698608399,415
mlr3mbo,lcbench,167168,-87.8938217163086,416
mlr3mbo,lcbench,167168,-88.9947052001953,417
mlr3mbo,lcbench,167168,-89.4084854125977,418
mlr3mbo,lcbench,167168,-88.3105621337891,419
mlr3mbo,lcbench,167168,-89.3051986694336,420
mlr3mbo,lcbench,167168,-88.8539276123047,421
mlr3mbo,lcbench,167168,-89.1105499267578,422
mlr3mbo,lcbench,167168,-89.2292633056641,423
mlr3mbo,lcbench,167168,-89.3736953735352,424
mlr3mbo,lcbench,167168,-89.1139450073242,425
mlr3mbo,lcbench,167168,-88.9509201049805,426
mlr3mbo,lcbench,167168,-89.323600769043,427
mlr3mbo,lcbench,167168,-89.3004302978516,428
mlr3mbo,lcbench,167168,-89.3757476806641,429
mlr3mbo,lcbench,167168,-89.3576736450195,430
mlr3mbo,lcbench,167168,-88.1406021118164,431
mlr3mbo,lcbench,167168,-89.0323944091797,432
mlr3mbo,lcbench,167168,-89.0184707641602,433
mlr3mbo,lcbench,167168,-89.0025100708008,434
mlr3mbo,lcbench,167168,-88.9495620727539,435
mlr3mbo,lcbench,167168,-88.7384262084961,436
mlr3mbo,lcbench,167168,-89.0476837158203,437
mlr3mbo,lcbench,167168,-89.0646667480469,438
mlr3mbo,lcbench,167168,-88.8281707763672,439
mlr3mbo,lcbench,167168,-88.7949752807617,440
mlr3mbo,lcbench,167168,-88.8464736938477,441
mlr3mbo,lcbench,167168,-88.966194152832,442
mlr3mbo,lcbench,167168,-88.6294860839844,443
mlr3mbo,lcbench,167168,-88.5382537841797,444
mlr3mbo,lcbench,167168,-89.2908935546875,445
mlr3mbo,lcbench,167168,-88.4501419067383,446
mlr3mbo,lcbench,167168,-89.2517318725586,447
mlr3mbo,lcbench,167168,-88.7137145996094,448
mlr3mbo,lcbench,167168,-89.0252685546875,449
mlr3mbo,lcbench,167168,-89.0293426513672,450
mlr3mbo,lcbench,167168,-88.8871536254883,451
mlr3mbo,lcbench,167168,-88.7387619018555,452
mlr3mbo,lcbench,167168,-89.2602386474609,453
mlr3mbo,lcbench,167168,-89.0106658935547,454
mlr3mbo,lcbench,167168,-88.6257705688477,455
mlr3mbo,lcbench,167168,-89.3580169677735,456
mlr3mbo,lcbench,167168,-89.2868041992188,457
mlr3mbo,lcbench,167168,-88.0589370727539,458
mlr3mbo,lcbench,167168,-89.4170074462891,459
mlr3mbo,lcbench,167168,-89.3484725952149,460
mlr3mbo,lcbench,167168,-89.0065841674805,461
mlr3mbo,lcbench,167168,-89.1659698486328,462
mlr3mbo,lcbench,167168,-87.9649276733399,463
mlr3mbo,lcbench,167168,-89.4002990722656,464
mlr3mbo,lcbench,167168,-87.9790267944336,465
mlr3mbo,lcbench,167168,-89.2173461914063,466
mlr3mbo,lcbench,167168,-89.4224624633789,467
mlr3mbo,lcbench,167168,-89.3733596801758,468
mlr3mbo,lcbench,167168,-88.8980026245117,469
mlr3mbo,lcbench,167168,-89.3887023925781,470
mlr3mbo,lcbench,167168,-89.1547470092774,471
mlr3mbo,lcbench,167168,-89.0130386352539,472
mlr3mbo,lcbench,167168,-87.9924545288086,473
mlr3mbo,lcbench,167168,-88.7499313354492,474
mlr3mbo,lcbench,167168,-89.0201721191406,475
mlr3mbo,lcbench,167168,-89.0724792480469,476
mlr3mbo,lcbench,167168,-89.1112289428711,477
mlr3mbo,lcbench,167168,-89.0898132324219,478
mlr3mbo,lcbench,167168,-88.0317306518555,479
mlr3mbo,lcbench,167168,-89.1772003173828,480
mlr3mbo,lcbench,167168,-88.5463562011719,481
mlr3mbo,lcbench,167168,-87.6892013549805,482
mlr3mbo,lcbench,167168,-89.0303573608398,483
mlr3mbo,lcbench,167168,-88.0881652832031,484
mlr3mbo,lcbench,167168,-89.425537109375,485
mlr3mbo,lcbench,167168,-89.4122314453125,486
mlr3mbo,lcbench,167168,-89.0568542480469,487
mlr3mbo,lcbench,167168,-89.0656890869141,488
mlr3mbo,lcbench,167168,-89.2265396118164,489
mlr3mbo,lcbench,167168,-89.3106460571289,490
mlr3mbo,lcbench,167168,-89.0650100708008,491
mlr3mbo,lcbench,167168,-89.0514221191406,492
mlr3mbo,lcbench,167168,-89.1727752685547,493
mlr3mbo,lcbench,167168,-88.0542373657227,494
mlr3mbo,lcbench,167168,-89.0772399902344,495
mlr3mbo,lcbench,167168,-89.0164337158203,496
mlr3mbo,lcbench,167168,-89.1785583496094,497
mlr3mbo,lcbench,167168,-89.0480194091797,498
mlr3mbo,lcbench,167168,-89.0891342163086,499
mlr3mbo,lcbench,167168,-89.0038681030273,500
mlr3mbo,lcbench,167168,-89.3423385620117,501
mlr3mbo,lcbench,167168,-87.6664581298828,502
mlr3mbo,lcbench,167168,-89.3607482910156,503
mlr3mbo,lcbench,167168,-89.0670471191406,504
mlr3mbo,lcbench,167168,-88.816650390625,505
mlr3mbo,lcbench,167168,-87.9857406616211,506
mlr3mbo,lcbench,167168,-89.1652908325195,507
mlr3mbo,lcbench,167168,-89.3767700195313,508
mlr3mbo,lcbench,167168,-89.0402069091797,509
mlr3mbo,lcbench,167168,-88.3799896240234,510
mlr3mbo,lcbench,167168,-88.0310592651367,511
mlr3mbo,lcbench,167168,-89.3777923583984,512
mlr3mbo,lcbench,167168,-88.0706939697266,513
mlr3mbo,lcbench,167168,-88.7976837158203,514
mlr3mbo,lcbench,167168,-88.5237274169922,515
mlr3mbo,lcbench,167168,-89.1663131713867,516
mlr3mbo,lcbench,167168,-89.2772674560547,517
