problem,instance,scenario,target,score
rbv2_ranger_41163_logloss,41163,rbv2_ranger,logloss,0.0333373360335827
rbv2_ranger_1111_acc,1111,rbv2_ranger,acc,1
rbv2_ranger_1111_bac,1111,rbv2_ranger,bac,1
rbv2_ranger_1111_auc,1111,rbv2_ranger,auc,1
rbv2_ranger_1111_logloss,1111,rbv2_ranger,logloss,-1.53456431589705e-11
rbv2_ranger_41159_acc,41159,rbv2_ranger,acc,1
rbv2_ranger_41159_bac,41159,rbv2_ranger,bac,1
rbv2_ranger_41159_auc,41159,rbv2_ranger,auc,1
rbv2_ranger_41159_logloss,41159,rbv2_ranger,logloss,-1.53456431589705e-11
rbv2_ranger_300_acc,300,rbv2_ranger,acc,0.968336582183838
rbv2_ranger_300_bac,300,rbv2_ranger,bac,0.974542319774628
rbv2_ranger_300_auc,300,rbv2_ranger,auc,0.998536229133606
rbv2_ranger_300_logloss,300,rbv2_ranger,logloss,0.219142124056816
rbv2_ranger_41162_acc,41162,rbv2_ranger,acc,0.999616682529449
rbv2_ranger_41162_bac,41162,rbv2_ranger,bac,0.99870765209198
rbv2_ranger_41162_auc,41162,rbv2_ranger,auc,0.999977111816406
rbv2_ranger_41162_logloss,41162,rbv2_ranger,logloss,0.00162073958199471
rbv2_ranger_23517_acc,23517,rbv2_ranger,acc,0.81304544210434
rbv2_ranger_23517_bac,23517,rbv2_ranger,bac,0.855361640453339
rbv2_ranger_23517_auc,23517,rbv2_ranger,auc,0.923789262771606
rbv2_ranger_23517_logloss,23517,rbv2_ranger,logloss,0.333023309707642
rbv2_ranger_41165_acc,41165,rbv2_ranger,acc,0.997798025608063
rbv2_ranger_41165_bac,41165,rbv2_ranger,bac,0.998755276203156
rbv2_ranger_41165_auc,41165,rbv2_ranger,auc,1
rbv2_ranger_41165_logloss,41165,rbv2_ranger,logloss,0.00418756576254964
rbv2_ranger_4541_acc,4541,rbv2_ranger,acc,1
rbv2_ranger_4541_bac,4541,rbv2_ranger,bac,1
rbv2_ranger_4541_auc,4541,rbv2_ranger,auc,1
rbv2_ranger_4541_logloss,4541,rbv2_ranger,logloss,-1.53456431589705e-11
rbv2_ranger_41161_acc,41161,rbv2_ranger,acc,1
rbv2_ranger_41161_bac,41161,rbv2_ranger,bac,1
rbv2_ranger_41161_auc,41161,rbv2_ranger,auc,1
rbv2_ranger_41161_logloss,41161,rbv2_ranger,logloss,-1.53456431589705e-11
rbv2_ranger_41166_acc,41166,rbv2_ranger,acc,0.965681076049805
rbv2_ranger_41166_bac,41166,rbv2_ranger,bac,0.877177178859711
rbv2_ranger_41166_auc,41166,rbv2_ranger,auc,0.99350380897522
rbv2_ranger_41166_logloss,41166,rbv2_ranger,logloss,0.194498732686043
rbv2_ranger_40927_acc,40927,rbv2_ranger,acc,1
rbv2_ranger_40927_bac,40927,rbv2_ranger,bac,1
rbv2_ranger_40927_auc,40927,rbv2_ranger,auc,1
rbv2_ranger_40927_logloss,40927,rbv2_ranger,logloss,-1.53456431589705e-11
rbv2_ranger_41150_acc,41150,rbv2_ranger,acc,0.999999523162842
rbv2_ranger_41150_bac,41150,rbv2_ranger,bac,0.999994277954102
rbv2_ranger_41150_auc,41150,rbv2_ranger,auc,1
rbv2_ranger_41150_logloss,41150,rbv2_ranger,logloss,7.13381959940307e-05
rbv2_ranger_23512_acc,23512,rbv2_ranger,acc,0.991300046443939
rbv2_ranger_23512_bac,23512,rbv2_ranger,bac,0.996435821056366
rbv2_ranger_23512_auc,23512,rbv2_ranger,auc,0.999977111816406
rbv2_ranger_23512_logloss,23512,rbv2_ranger,logloss,0.00636229431256652
rbv2_ranger_41168_acc,41168,rbv2_ranger,acc,0.91357809305191
rbv2_ranger_41168_bac,41168,rbv2_ranger,bac,0.868021667003632
rbv2_ranger_41168_auc,41168,rbv2_ranger,auc,0.985693335533142
rbv2_ranger_41168_logloss,41168,rbv2_ranger,logloss,0.107059583067894
rbv2_ranger_1493_acc,1493,rbv2_ranger,acc,0.888810873031616
rbv2_ranger_1493_bac,1493,rbv2_ranger,bac,0.994808375835419
rbv2_ranger_1493_auc,1493,rbv2_ranger,auc,1
rbv2_ranger_1493_logloss,1493,rbv2_ranger,logloss,0.951200544834137
rbv2_ranger_40996_acc,40996,rbv2_ranger,acc,1
rbv2_ranger_40996_bac,40996,rbv2_ranger,bac,1
rbv2_ranger_40996_auc,40996,rbv2_ranger,auc,1
rbv2_ranger_40996_logloss,40996,rbv2_ranger,logloss,-1.53456431589705e-11
rbv2_ranger_554_acc,554,rbv2_ranger,acc,1
rbv2_ranger_554_bac,554,rbv2_ranger,bac,1
rbv2_ranger_554_auc,554,rbv2_ranger,auc,1
rbv2_ranger_554_logloss,554,rbv2_ranger,logloss,-1.53456431589705e-11
rbv2_ranger_40923_acc,40923,rbv2_ranger,acc,1
rbv2_ranger_40923_bac,40923,rbv2_ranger,bac,1
rbv2_ranger_40923_auc,40923,rbv2_ranger,auc,1
rbv2_ranger_40923_logloss,40923,rbv2_ranger,logloss,-1.53456431589705e-11
rbv2_ranger_41169_acc,41169,rbv2_ranger,acc,1
rbv2_ranger_41169_bac,41169,rbv2_ranger,bac,1
rbv2_ranger_41169_auc,41169,rbv2_ranger,auc,1
rbv2_ranger_41169_logloss,41169,rbv2_ranger,logloss,-1.53456431589705e-11
rbv2_rpart_41138_acc,41138,rbv2_rpart,acc,0.977289736270905
rbv2_rpart_41138_bac,41138,rbv2_rpart,bac,0.859394311904907
rbv2_rpart_41138_auc,41138,rbv2_rpart,auc,0.918770670890808
rbv2_rpart_41138_logloss,41138,rbv2_rpart,logloss,0.0790625959634781
rbv2_rpart_4135_acc,4135,rbv2_rpart,acc,0.963647961616516
rbv2_rpart_4135_bac,4135,rbv2_rpart,bac,0.660192310810089
rbv2_rpart_4135_auc,4135,rbv2_rpart,auc,0.561382651329041
rbv2_rpart_4135_logloss,4135,rbv2_rpart,logloss,0.118310622870922
rbv2_rpart_40981_acc,40981,rbv2_rpart,acc,0.911864221096039
rbv2_rpart_40981_bac,40981,rbv2_rpart,bac,0.913505792617798
rbv2_rpart_40981_auc,40981,rbv2_rpart,auc,0.920549392700195
rbv2_rpart_40981_logloss,40981,rbv2_rpart,logloss,0.289987176656723
rbv2_rpart_4134_acc,4134,rbv2_rpart,acc,0.795073688030243
rbv2_rpart_4134_bac,4134,rbv2_rpart,bac,0.808246076107025
rbv2_rpart_4134_auc,4134,rbv2_rpart,auc,0.834496021270752
rbv2_rpart_4134_logloss,4134,rbv2_rpart,logloss,0.450260579586029
rbv2_rpart_40927_acc,40927,rbv2_rpart,acc,0.360911995172501
rbv2_rpart_40927_bac,40927,rbv2_rpart,bac,0.294566094875336
rbv2_rpart_40927_auc,40927,rbv2_rpart,auc,0.741394102573395
rbv2_rpart_40927_logloss,40927,rbv2_rpart,logloss,1.64254462718964
rbv2_rpart_1220_acc,1220,rbv2_rpart,acc,0.8612419962883
rbv2_rpart_1220_bac,1220,rbv2_rpart,bac,0.640591084957123
rbv2_rpart_1220_auc,1220,rbv2_rpart,auc,0.691748976707459
rbv2_rpart_1220_logloss,1220,rbv2_rpart,logloss,0.329981923103333
rbv2_rpart_4154_acc,4154,rbv2_rpart,acc,0.995417654514313
rbv2_rpart_4154_bac,4154,rbv2_rpart,bac,0.804824829101563
rbv2_rpart_4154_auc,4154,rbv2_rpart,auc,0.816177785396576
rbv2_rpart_4154_logloss,4154,rbv2_rpart,logloss,0.0161704588681459
rbv2_rpart_40923_acc,40923,rbv2_rpart,acc,0.293421596288681
rbv2_rpart_40923_bac,40923,rbv2_rpart,bac,0.323742866516113
rbv2_rpart_40923_auc,40923,rbv2_rpart,auc,0.880403757095337
rbv2_rpart_40923_logloss,40923,rbv2_rpart,logloss,2.55342507362366
rbv2_rpart_41163_acc,41163,rbv2_rpart,acc,0.74045717716217
rbv2_rpart_41163_bac,41163,rbv2_rpart,bac,0.687194883823395
rbv2_rpart_41163_auc,41163,rbv2_rpart,auc,0.887087166309357
rbv2_rpart_41163_logloss,41163,rbv2_rpart,logloss,0.896295309066773
rbv2_rpart_40996_acc,40996,rbv2_rpart,acc,0.828384220600128
rbv2_rpart_40996_bac,40996,rbv2_rpart,bac,0.81374204158783
rbv2_rpart_40996_auc,40996,rbv2_rpart,auc,0.962663233280182
rbv2_rpart_40996_logloss,40996,rbv2_rpart,logloss,0.779567301273346
rbv2_rpart_4538_acc,4538,rbv2_rpart,acc,0.55938071012497
rbv2_rpart_4538_bac,4538,rbv2_rpart,bac,0.459162622690201
rbv2_rpart_4538_auc,4538,rbv2_rpart,auc,0.782066702842712
rbv2_rpart_4538_logloss,4538,rbv2_rpart,logloss,1.16224551200867
rbv2_rpart_40978_acc,40978,rbv2_rpart,acc,0.966313064098358
rbv2_rpart_40978_bac,40978,rbv2_rpart,bac,0.962615549564362
rbv2_rpart_40978_auc,40978,rbv2_rpart,auc,0.977729737758636
rbv2_rpart_40978_logloss,40978,rbv2_rpart,logloss,0.182234600186348
rbv2_rpart_375_acc,375,rbv2_rpart,acc,0.779921591281891
rbv2_rpart_375_bac,375,rbv2_rpart,bac,0.758635640144348
rbv2_rpart_375_auc,375,rbv2_rpart,auc,0.955946326255798
rbv2_rpart_375_logloss,375,rbv2_rpart,logloss,0.860409379005432
rbv2_rpart_1111_acc,1111,rbv2_rpart,acc,0.985157608985901
rbv2_rpart_1111_bac,1111,rbv2_rpart,bac,0.602824985980988
rbv2_rpart_1111_auc,1111,rbv2_rpart,auc,0.623215913772583
rbv2_rpart_1111_logloss,1111,rbv2_rpart,logloss,0.0500726029276848
rbv2_rpart_40496_acc,40496,rbv2_rpart,acc,0.727671623229981
rbv2_rpart_40496_bac,40496,rbv2_rpart,bac,0.770895540714264
rbv2_rpart_40496_auc,40496,rbv2_rpart,auc,0.959808647632599
rbv2_rpart_40496_logloss,40496,rbv2_rpart,logloss,1.83285844326019
rbv2_rpart_40966_acc,40966,rbv2_rpart,acc,0.812501311302185
rbv2_rpart_40966_bac,40966,rbv2_rpart,bac,0.827362596988678
rbv2_rpart_40966_auc,40966,rbv2_rpart,auc,0.968458950519562
rbv2_rpart_40966_logloss,40966,rbv2_rpart,logloss,1.00981450080872
rbv2_rpart_41150_acc,41150,rbv2_rpart,acc,0.952076017856598
rbv2_rpart_41150_bac,41150,rbv2_rpart,bac,0.900639235973358
rbv2_rpart_41150_auc,41150,rbv2_rpart,auc,0.943962633609772
rbv2_rpart_41150_logloss,41150,rbv2_rpart,logloss,0.194333419203758
rbv2_rpart_4534_acc,4534,rbv2_rpart,acc,0.961995124816895
rbv2_rpart_4534_bac,4534,rbv2_rpart,bac,0.952886283397675
rbv2_rpart_4534_auc,4534,rbv2_rpart,auc,0.968462646007538
rbv2_rpart_4534_logloss,4534,rbv2_rpart,logloss,0.15307928621769
rbv2_rpart_40900_acc,40900,rbv2_rpart,acc,0.996251463890076
rbv2_rpart_40900_bac,40900,rbv2_rpart,bac,0.910272479057312
rbv2_rpart_40900_auc,40900,rbv2_rpart,auc,0.944484949111938
rbv2_rpart_40900_logloss,40900,rbv2_rpart,logloss,0.0203860532492399
rbv2_rpart_40536_acc,40536,rbv2_rpart,acc,0.917751371860504
rbv2_rpart_40536_bac,40536,rbv2_rpart,bac,0.77377986907959
rbv2_rpart_40536_auc,40536,rbv2_rpart,auc,0.855134904384613
rbv2_rpart_40536_logloss,40536,rbv2_rpart,logloss,0.316761195659637
rbv2_rpart_41156_acc,41156,rbv2_rpart,acc,0.913605153560638
rbv2_rpart_41156_bac,41156,rbv2_rpart,bac,0.84601902961731
rbv2_rpart_41156_auc,41156,rbv2_rpart,auc,0.903388500213623
rbv2_rpart_41156_logloss,41156,rbv2_rpart,logloss,0.326886415481567
rbv2_rpart_1590_acc,1590,rbv2_rpart,acc,0.851492404937744
rbv2_rpart_1590_bac,1590,rbv2_rpart,bac,0.837303698062897
rbv2_rpart_1590_auc,1590,rbv2_rpart,auc,0.915127635002136
rbv2_rpart_1590_logloss,1590,rbv2_rpart,logloss,0.319009691476822
rbv2_rpart_1457_acc,1457,rbv2_rpart,acc,0.454260945320129
rbv2_rpart_1457_bac,1457,rbv2_rpart,bac,0.477054864168167
rbv2_rpart_1457_auc,1457,rbv2_rpart,auc,0.92465478181839
rbv2_rpart_1457_logloss,1457,rbv2_rpart,logloss,3.35041117668152
rbv2_rpart_458_acc,458,rbv2_rpart,acc,0.902821838855743
rbv2_rpart_458_bac,458,rbv2_rpart,bac,0.868747115135193
rbv2_rpart_458_auc,458,rbv2_rpart,auc,0.970278263092041
rbv2_rpart_458_logloss,458,rbv2_rpart,logloss,0.433331310749054
rbv2_rpart_469_acc,469,rbv2_rpart,acc,0.27486863732338
rbv2_rpart_469_bac,469,rbv2_rpart,bac,0.310436189174652
rbv2_rpart_469_auc,469,rbv2_rpart,auc,0.698953211307526
rbv2_rpart_469_logloss,469,rbv2_rpart,logloss,1.51622354984283
rbv2_rpart_41157_acc,41157,rbv2_rpart,acc,0.684295177459717
rbv2_rpart_41157_bac,41157,rbv2_rpart,bac,0.610681772232056
rbv2_rpart_41157_auc,41157,rbv2_rpart,auc,0.739524185657501
rbv2_rpart_41157_logloss,41157,rbv2_rpart,logloss,0.544913172721863
rbv2_rpart_11_acc,11,rbv2_rpart,acc,0.775039851665497
rbv2_rpart_11_bac,11,rbv2_rpart,bac,0.695806086063385
rbv2_rpart_11_auc,11,rbv2_rpart,auc,0.848535239696503
rbv2_rpart_11_logloss,11,rbv2_rpart,logloss,0.654156386852264
rbv2_rpart_1461_acc,1461,rbv2_rpart,acc,0.952154099941254
rbv2_rpart_1461_bac,1461,rbv2_rpart,bac,0.801687121391296
rbv2_rpart_1461_auc,1461,rbv2_rpart,auc,0.878434538841248
rbv2_rpart_1461_logloss,1461,rbv2_rpart,logloss,0.211388975381851
rbv2_rpart_1462_acc,1462,rbv2_rpart,acc,0.967482268810272
rbv2_rpart_1462_bac,1462,rbv2_rpart,bac,0.968972623348236
rbv2_rpart_1462_auc,1462,rbv2_rpart,auc,0.977864027023315
rbv2_rpart_1462_logloss,1462,rbv2_rpart,logloss,0.157098919153214
rbv2_rpart_1464_acc,1464,rbv2_rpart,acc,0.826895594596863
rbv2_rpart_1464_bac,1464,rbv2_rpart,bac,0.714203119277954
rbv2_rpart_1464_auc,1464,rbv2_rpart,auc,0.776027977466583
rbv2_rpart_1464_logloss,1464,rbv2_rpart,logloss,0.417686551809311
rbv2_rpart_15_acc,15,rbv2_rpart,acc,0.979549705982208
rbv2_rpart_15_bac,15,rbv2_rpart,bac,0.976077020168304
rbv2_rpart_15_auc,15,rbv2_rpart,auc,0.98831570148468
rbv2_rpart_15_logloss,15,rbv2_rpart,logloss,0.145042821764946
rbv2_rpart_40975_acc,40975,rbv2_rpart,acc,0.94186919927597
rbv2_rpart_40975_bac,40975,rbv2_rpart,bac,0.842722296714783
rbv2_rpart_40975_auc,40975,rbv2_rpart,auc,0.961411833763123
rbv2_rpart_40975_logloss,40975,rbv2_rpart,logloss,0.235795587301254
rbv2_rpart_41142_acc,41142,rbv2_rpart,acc,0.696236252784729
rbv2_rpart_41142_bac,41142,rbv2_rpart,bac,0.693184614181519
rbv2_rpart_41142_auc,41142,rbv2_rpart,auc,0.747844815254211
rbv2_rpart_41142_logloss,41142,rbv2_rpart,logloss,0.576043009757996
rbv2_rpart_40701_acc,40701,rbv2_rpart,acc,0.975669384002686
rbv2_rpart_40701_bac,40701,rbv2_rpart,bac,0.930782496929169
rbv2_rpart_40701_auc,40701,rbv2_rpart,auc,0.960656642913818
rbv2_rpart_40701_logloss,40701,rbv2_rpart,logloss,0.117453381419182
rbv2_rpart_40994_acc,40994,rbv2_rpart,acc,0.897641479969025
rbv2_rpart_40994_bac,40994,rbv2_rpart,bac,0.783875167369843
rbv2_rpart_40994_auc,40994,rbv2_rpart,auc,0.878312230110169
rbv2_rpart_40994_logloss,40994,rbv2_rpart,logloss,0.233730047941208
rbv2_rpart_23_acc,23,rbv2_rpart,acc,0.617947459220886
rbv2_rpart_23_bac,23,rbv2_rpart,bac,0.58440512418747
rbv2_rpart_23_auc,23,rbv2_rpart,auc,0.775418341159821
rbv2_rpart_23_logloss,23,rbv2_rpart,logloss,0.807857036590576
rbv2_rpart_1468_acc,1468,rbv2_rpart,acc,0.782186031341553
rbv2_rpart_1468_bac,1468,rbv2_rpart,bac,0.802019000053406
rbv2_rpart_1468_auc,1468,rbv2_rpart,auc,0.96431165933609
rbv2_rpart_1468_logloss,1468,rbv2_rpart,logloss,0.983149230480194
rbv2_rpart_40668_acc,40668,rbv2_rpart,acc,0.702154755592346
rbv2_rpart_40668_bac,40668,rbv2_rpart,bac,0.48105788230896
rbv2_rpart_40668_auc,40668,rbv2_rpart,auc,0.70918869972229
rbv2_rpart_40668_logloss,40668,rbv2_rpart,logloss,0.643398702144623
rbv2_rpart_29_acc,29,rbv2_rpart,acc,0.922169625759125
rbv2_rpart_29_bac,29,rbv2_rpart,bac,0.926801860332489
rbv2_rpart_29_auc,29,rbv2_rpart,auc,0.964063405990601
rbv2_rpart_29_logloss,29,rbv2_rpart,logloss,0.240176498889923
rbv2_rpart_31_acc,31,rbv2_rpart,acc,0.762216687202454
rbv2_rpart_31_bac,31,rbv2_rpart,bac,0.644163846969605
rbv2_rpart_31_auc,31,rbv2_rpart,auc,0.684312164783478
rbv2_rpart_31_logloss,31,rbv2_rpart,logloss,0.490099281072617
rbv2_rpart_6332_acc,6332,rbv2_rpart,acc,0.790997207164764
rbv2_rpart_6332_bac,6332,rbv2_rpart,bac,0.826853036880493
rbv2_rpart_6332_auc,6332,rbv2_rpart,auc,0.849876344203949
rbv2_rpart_6332_logloss,6332,rbv2_rpart,logloss,0.487082719802856
rbv2_rpart_37_acc,37,rbv2_rpart,acc,0.791625082492828
rbv2_rpart_37_bac,37,rbv2_rpart,bac,0.724226593971252
rbv2_rpart_37_auc,37,rbv2_rpart,auc,0.765250980854034
rbv2_rpart_37_logloss,37,rbv2_rpart,logloss,0.512990176677704
rbv2_rpart_4541_acc,4541,rbv2_rpart,acc,0.732155859470367
rbv2_rpart_4541_bac,4541,rbv2_rpart,bac,0.591666162014008
rbv2_rpart_4541_auc,4541,rbv2_rpart,auc,0.681312799453735
rbv2_rpart_4541_logloss,4541,rbv2_rpart,logloss,0.44281479716301
rbv2_rpart_40670_acc,40670,rbv2_rpart,acc,0.932870864868164
rbv2_rpart_40670_bac,40670,rbv2_rpart,bac,0.909944415092468
rbv2_rpart_40670_auc,40670,rbv2_rpart,auc,0.975622832775116
rbv2_rpart_40670_logloss,40670,rbv2_rpart,logloss,0.292751133441925
rbv2_rpart_23381_acc,23381,rbv2_rpart,acc,0.691964030265808
rbv2_rpart_23381_bac,23381,rbv2_rpart,bac,0.652531981468201
rbv2_rpart_23381_auc,23381,rbv2_rpart,auc,0.652479708194733
rbv2_rpart_23381_logloss,23381,rbv2_rpart,logloss,0.540081799030304
rbv2_rpart_151_acc,151,rbv2_rpart,acc,0.844208836555481
rbv2_rpart_151_bac,151,rbv2_rpart,bac,0.849722385406494
rbv2_rpart_151_auc,151,rbv2_rpart,auc,0.89219468832016
rbv2_rpart_151_logloss,151,rbv2_rpart,logloss,0.362717568874359
rbv2_rpart_188_acc,188,rbv2_rpart,acc,0.652634024620056
rbv2_rpart_188_bac,188,rbv2_rpart,bac,0.702145397663117
rbv2_rpart_188_auc,188,rbv2_rpart,auc,0.914100170135498
rbv2_rpart_188_logloss,188,rbv2_rpart,logloss,1.06824958324432
rbv2_rpart_41164_acc,41164,rbv2_rpart,acc,0.379100650548935
rbv2_rpart_41164_bac,41164,rbv2_rpart,bac,0.306875675916672
rbv2_rpart_41164_auc,41164,rbv2_rpart,auc,0.694474935531616
rbv2_rpart_41164_logloss,41164,rbv2_rpart,logloss,1.51215386390686
rbv2_rpart_1475_acc,1475,rbv2_rpart,acc,0.571008920669556
rbv2_rpart_1475_bac,1475,rbv2_rpart,bac,0.418160051107407
rbv2_rpart_1475_auc,1475,rbv2_rpart,auc,0.790136218070984
rbv2_rpart_1475_logloss,1475,rbv2_rpart,logloss,1.26405513286591
rbv2_rpart_1476_acc,1476,rbv2_rpart,acc,0.891102850437164
rbv2_rpart_1476_bac,1476,rbv2_rpart,bac,0.816137313842773
rbv2_rpart_1476_auc,1476,rbv2_rpart,auc,0.962644875049591
rbv2_rpart_1476_logloss,1476,rbv2_rpart,logloss,0.422691583633423
rbv2_rpart_41159_acc,41159,rbv2_rpart,acc,0.832945585250855
rbv2_rpart_41159_bac,41159,rbv2_rpart,bac,0.72610354423523
rbv2_rpart_41159_auc,41159,rbv2_rpart,auc,0.79664933681488
rbv2_rpart_41159_logloss,41159,rbv2_rpart,logloss,0.506532549858093
rbv2_rpart_1478_acc,1478,rbv2_rpart,acc,0.936014831066132
rbv2_rpart_1478_bac,1478,rbv2_rpart,bac,0.909810781478882
rbv2_rpart_1478_auc,1478,rbv2_rpart,auc,0.985651969909668
rbv2_rpart_1478_logloss,1478,rbv2_rpart,logloss,0.252093285322189
rbv2_rpart_41169_acc,41169,rbv2_rpart,acc,0.273244559764862
rbv2_rpart_41169_bac,41169,rbv2_rpart,bac,0.104235090315342
rbv2_rpart_41169_auc,41169,rbv2_rpart,auc,0.805900096893311
rbv2_rpart_41169_logloss,41169,rbv2_rpart,logloss,3.49929332733154
rbv2_rpart_23512_acc,23512,rbv2_rpart,acc,0.72803807258606
rbv2_rpart_23512_bac,23512,rbv2_rpart,bac,0.723773658275604
rbv2_rpart_23512_auc,23512,rbv2_rpart,auc,0.832307159900665
rbv2_rpart_23512_logloss,23512,rbv2_rpart,logloss,0.483827441930771
rbv2_rpart_1479_acc,1479,rbv2_rpart,acc,0.635707795619965
rbv2_rpart_1479_bac,1479,rbv2_rpart,bac,0.684723377227783
rbv2_rpart_1479_auc,1479,rbv2_rpart,auc,0.656545698642731
rbv2_rpart_1479_logloss,1479,rbv2_rpart,logloss,0.445669770240784
rbv2_rpart_41212_acc,41212,rbv2_rpart,acc,0.805287003517151
rbv2_rpart_41212_bac,41212,rbv2_rpart,bac,0.680540025234222
rbv2_rpart_41212_auc,41212,rbv2_rpart,auc,0.894621253013611
rbv2_rpart_41212_logloss,41212,rbv2_rpart,logloss,0.61215740442276
rbv2_rpart_1480_acc,1480,rbv2_rpart,acc,0.768864691257477
rbv2_rpart_1480_bac,1480,rbv2_rpart,bac,0.708411335945129
rbv2_rpart_1480_auc,1480,rbv2_rpart,auc,0.782280027866364
rbv2_rpart_1480_logloss,1480,rbv2_rpart,logloss,0.532484650611877
rbv2_rpart_300_acc,300,rbv2_rpart,acc,0.785881221294403
rbv2_rpart_300_bac,300,rbv2_rpart,bac,0.809401571750641
rbv2_rpart_300_auc,300,rbv2_rpart,auc,0.979590773582458
rbv2_rpart_300_logloss,300,rbv2_rpart,logloss,1.03965151309967
rbv2_rpart_41168_acc,41168,rbv2_rpart,acc,0.697755753993988
rbv2_rpart_41168_bac,41168,rbv2_rpart,bac,0.500118970870972
rbv2_rpart_41168_auc,41168,rbv2_rpart,auc,0.7964928150177
rbv2_rpart_41168_logloss,41168,rbv2_rpart,logloss,0.839573800563812
rbv2_rpart_41143_acc,41143,rbv2_rpart,acc,0.86415445804596
rbv2_rpart_41143_bac,41143,rbv2_rpart,bac,0.91300243139267
rbv2_rpart_41143_auc,41143,rbv2_rpart,auc,0.903955578804016
rbv2_rpart_41143_logloss,41143,rbv2_rpart,logloss,0.325987368822098
rbv2_rpart_1053_acc,1053,rbv2_rpart,acc,0.861460506916046
rbv2_rpart_1053_bac,1053,rbv2_rpart,bac,0.700680434703827
rbv2_rpart_1053_auc,1053,rbv2_rpart,auc,0.764034628868103
rbv2_rpart_1053_logloss,1053,rbv2_rpart,logloss,0.374762505292892
rbv2_rpart_41027_acc,41027,rbv2_rpart,acc,0.808977127075195
rbv2_rpart_41027_bac,41027,rbv2_rpart,bac,0.717852294445038
rbv2_rpart_41027_auc,41027,rbv2_rpart,auc,0.889348864555359
rbv2_rpart_41027_logloss,41027,rbv2_rpart,logloss,0.603466153144836
rbv2_rpart_1067_acc,1067,rbv2_rpart,acc,0.895076990127564
rbv2_rpart_1067_bac,1067,rbv2_rpart,bac,0.751541197299957
rbv2_rpart_1067_auc,1067,rbv2_rpart,auc,0.824410557746887
rbv2_rpart_1067_logloss,1067,rbv2_rpart,logloss,0.300205290317535
rbv2_rpart_1063_acc,1063,rbv2_rpart,acc,0.895152091979981
rbv2_rpart_1063_bac,1063,rbv2_rpart,bac,0.810132145881653
rbv2_rpart_1063_auc,1063,rbv2_rpart,auc,0.862254500389099
rbv2_rpart_1063_logloss,1063,rbv2_rpart,logloss,0.347734987735748
rbv2_rpart_41162_acc,41162,rbv2_rpart,acc,0.911271333694458
rbv2_rpart_41162_bac,41162,rbv2_rpart,bac,0.686172008514404
rbv2_rpart_41162_auc,41162,rbv2_rpart,auc,0.746382772922516
rbv2_rpart_41162_logloss,41162,rbv2_rpart,logloss,0.211341604590416
rbv2_rpart_3_acc,3,rbv2_rpart,acc,0.99533599615097
rbv2_rpart_3_bac,3,rbv2_rpart,bac,0.993774771690369
rbv2_rpart_3_auc,3,rbv2_rpart,auc,0.99839723110199
rbv2_rpart_3_logloss,3,rbv2_rpart,logloss,0.0601421073079109
rbv2_rpart_6_acc,6,rbv2_rpart,acc,0.664959251880646
rbv2_rpart_6_bac,6,rbv2_rpart,bac,0.690020084381104
rbv2_rpart_6_auc,6,rbv2_rpart,auc,0.95389187335968
rbv2_rpart_6_logloss,6,rbv2_rpart,logloss,1.5434033870697
rbv2_rpart_1485_acc,1485,rbv2_rpart,acc,0.836432158946991
rbv2_rpart_1485_bac,1485,rbv2_rpart,bac,0.81181812286377
rbv2_rpart_1485_auc,1485,rbv2_rpart,auc,0.862562119960785
rbv2_rpart_1485_logloss,1485,rbv2_rpart,logloss,0.464514076709747
rbv2_rpart_1056_acc,1056,rbv2_rpart,acc,0.990965902805328
rbv2_rpart_1056_bac,1056,rbv2_rpart,bac,0.751114130020142
rbv2_rpart_1056_auc,1056,rbv2_rpart,auc,0.768454194068909
rbv2_rpart_1056_logloss,1056,rbv2_rpart,logloss,0.0352246835827827
rbv2_rpart_12_acc,12,rbv2_rpart,acc,0.861792504787445
rbv2_rpart_12_bac,12,rbv2_rpart,bac,0.878675878047943
rbv2_rpart_12_auc,12,rbv2_rpart,auc,0.983963310718536
rbv2_rpart_12_logloss,12,rbv2_rpart,logloss,0.935551702976227
rbv2_rpart_14_acc,14,rbv2_rpart,acc,0.80070298910141
rbv2_rpart_14_bac,14,rbv2_rpart,bac,0.82759302854538
rbv2_rpart_14_auc,14,rbv2_rpart,auc,0.970015525817871
rbv2_rpart_14_logloss,14,rbv2_rpart,logloss,1.20004379749298
rbv2_rpart_16_acc,16,rbv2_rpart,acc,0.788125336170197
rbv2_rpart_16_bac,16,rbv2_rpart,bac,0.817472457885742
rbv2_rpart_16_auc,16,rbv2_rpart,auc,0.969199955463409
rbv2_rpart_16_logloss,16,rbv2_rpart,logloss,1.28433060646057
rbv2_rpart_18_acc,18,rbv2_rpart,acc,0.839574575424194
rbv2_rpart_18_bac,18,rbv2_rpart,bac,0.856764256954193
rbv2_rpart_18_auc,18,rbv2_rpart,auc,0.977817416191101
rbv2_rpart_18_logloss,18,rbv2_rpart,logloss,0.848096966743469
rbv2_rpart_40979_acc,40979,rbv2_rpart,acc,0.845375418663025
rbv2_rpart_40979_bac,40979,rbv2_rpart,bac,0.857707679271698
rbv2_rpart_40979_auc,40979,rbv2_rpart,auc,0.979120075702667
rbv2_rpart_40979_logloss,40979,rbv2_rpart,logloss,1.07893574237823
rbv2_rpart_22_acc,22,rbv2_rpart,acc,0.724793195724487
