job_id,problem,instance,scenario,target,score,quantiles_001,quantiles_01,quantiles_05,quantiles_10,quantiles_20
2133,rbv2_xgboost_24_acc,24,rbv2_xgboost,acc,-0.999996185302734,-0.999845504760742,-0.999271631240845,-0.996386408805847,-0.992049515247345,-0.982511758804321
2134,rbv2_xgboost_24_bac,24,rbv2_xgboost,bac,-0.999820232391357,-0.998675585508347,-0.997291566729545,-0.993447145819664,-0.988797616958618,-0.979472696781158
2135,rbv2_xgboost_24_auc,24,rbv2_xgboost,auc,-0.999973297119141,-0.999778747558594,-0.99935551404953,-0.998153507709503,-0.996675312519073,-0.993505656719208
2136,rbv2_xgboost_24_logloss,24,rbv2_xgboost,logloss,0.000596054072957486,0.00391153207561001,0.0126776192337275,0.0452615842223167,0.0839497521519661,0.161736968159676
2137,rbv2_xgboost_4135_acc,4135,rbv2_xgboost,acc,-1,-0.996960537850857,-0.936309456825256,-0.928093194961548,-0.923653602600098,-0.91755884885788
2138,rbv2_xgboost_4135_bac,4135,rbv2_xgboost,bac,-0.998418748378754,-0.677584406256676,-0.511959799528122,-0.504034820199013,-0.50322949886322,-0.502469658851624
2139,rbv2_xgboost_4135_auc,4135,rbv2_xgboost,auc,-1,-0.99956715297699,-0.726666061282158,-0.671732008457184,-0.646490156650543,-0.609422743320465
2140,rbv2_xgboost_4135_logloss,4135,rbv2_xgboost,logloss,-3.44859696355115e-11,0.0585220121815801,0.178763404488564,0.193052932620049,0.202743828296661,0.223486691713333
2141,rbv2_xgboost_23517_acc,23517,rbv2_xgboost,acc,-1,-1,-0.886803732514381,-0.604842841625214,-0.545429289340973,-0.523699522018433
2142,rbv2_xgboost_23517_bac,23517,rbv2_xgboost,bac,-1,-0.928930503368378,-0.559395898580551,-0.522158741950989,-0.518913280963898,-0.516961693763733
2143,rbv2_xgboost_23517_auc,23517,rbv2_xgboost,auc,-1,-1,-0.993681945800781,-0.722430622577667,-0.576916265487671,-0.539103019237518
